# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
PMUL3908.json	4	Going to Cambridge. 	Sure, I can help you with that. Where would you like to travel to? 	none	none	none	none	none	cambridge	none	none	none	saturday	2	4	none	archway house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saturday	none	cambridge	13:45
PMUL3908.json	5	I will be departing from London Kings Cross.	Where will you be departing from?	none	none	none	none	none	cambridge	none	none	none	saturday	2	4	none	archway house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saturday	london kings cross	cambridge	13:45
PMUL3908.json	6	There will be 2 people.	And for haw many people ?	none	none	none	none	none	cambridge	none	none	none	saturday	2	4	none	archway house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saturday	london kings cross	cambridge	13:45
PMUL3908.json	7	Yes please. Could you also provide me the reference number? 	I have train TR4101 that leaves at 15:17 and arrives at 18:08. Would you like me to book it for you?	none	none	none	none	none	cambridge	none	none	none	saturday	2	4	none	archway house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saturday	london kings cross	cambridge	13:45
PMUL3908.json	8	Ok, thank you.	I will get that reference number for you.	none	none	none	none	none	cambridge	none	none	none	saturday	2	4	none	archway house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2	saturday	london kings cross	cambridge	13:45
PMUL3908.json	9	Great thank you! That's all I needed! Bye!	Booking was successful, the total fee is 37.76 GBP payable at the station . Reference number is : 6BM4QJXX.	none	none	none	none	none	cambridge	none	none	none	saturday	2	4	none	archway house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2	saturday	london kings cross	cambridge	13:45
PMUL1303.json	0	Could you check for a bus?	Sure I can help with that. There are no trains going to the town centre. Do you have another destination in mind?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	none	07:15
PMUL1303.json	1	I am leaving from Cambridge at 14:30.	I think we may need to recheck your intended arrival location. To where and from where do you wish to travel?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	none	07:15
PMUL1303.json	2	I will be going to ely.	And where are you going?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	ely	07:15
PMUL1303.json	3	Doesn't matter. I just can't leave until 14:30	What time do you want to arrive by?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	ely	14:30
PMUL1303.json	4	Does the train depart on Friday? Does it go to Stevenage?	There is a 15:50 train that will arrive at 16:07. Does that sound good? 	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	thursday	cambridge	ely	14:30
PMUL1303.json	5	For Clarification: From Cambridge to destination Stevenage,, on friday, leaving after 14:30.	I'm sorry, earlier you said you were going to Ely, but now you're asking about stevenage. What is your destination, please?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	friday	cambridge	stevenage	14:30
PMUL1303.json	6	just one person 	sorry about that, how many tickets?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	friday	cambridge	stevenage	14:30
PMUL1303.json	7	Do you know how long the travel time is and the price?	There are five available trains, leaving every two hours, starting at 15:21. Would you like me to book at seat on the earliest train?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	friday	cambridge	stevenage	14:30
PMUL1303.json	8	No, that is all thanks.	The travel time for all trains is approximately 49 minutes and each ticket costs 12.80 pounds. Would you like me to book you on one?	none	none	none	none	cambridge	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	friday	cambridge	stevenage	14:30
PMUL2228.json	0	Can you tell me which bus i can take to the restaurant?	the address is 74 Mill Road City Centre, and the phone number is 01223323639. Can I get you anything else?	none	kambar	none	none	none	kohinoor	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	indian	kohinoor	none	none	none	none	none	none	none	none	none	none	none
PMUL2228.json	1	The same day. 	Sure. What day would you like to go?	none	kambar	none	none	none	kohinoor	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	indian	kohinoor	none	none	none	none	none	none	none	none	none	none	none
PMUL2228.json	2	I do not need a bus, have a nice day thanks for the restaurant information.	I'm sorry but I need the travel day to look that up for you?	none	kambar	none	none	none	kohinoor	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	indian	kohinoor	none	none	none	none	none	none	none	none	none	none	none
PMUL2228.json	3	No thank you that will be all	No problem is there anything else I can help you with today?	none	kambar	none	none	none	kohinoor	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	indian	kohinoor	none	none	none	none	none	none	none	none	none	none	none
