# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
SNG0019.json	1	I would like to be picked up at the cambridge belfy and go to the cambridge shop.	I would love to help you with that. Where would you like to be picked up, and where are you going?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the cambridge chop house	10:30	none	none	none	none	none	none
SNG0019.json	2	The chop house.	I'm sorry, are you going to the Cambridge chop house, or did you mean the cambridge shop?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the cambridge chop house	10:30	none	none	none	none	none	none
SNG0019.json	3	I'm sorry, I need to leave after 10:30, could you change the reservation?	I have you booked. A yellow lexus will pick you up at 10:30. The contact number is 07463778759. Will there be anything else?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the cambridge chop house	10:45	none	none	none	none	none	none
SNG0019.json	4	That's perfect. Thank you for all of your help.	Yes, I have you arranged to be picked up by a black Honda at 10:45.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cambridge belfry	the cambridge chop house	10:45	none	none	none	none	none	none
MUL1227.json	8	Can you help me book a taxi from Acorn Guest House to Saigon City? I need to get there by my reservation time at 16:15.	Certainly. You're booked with reference number 1AMB3XQD. May I help with anything else?	none	none	none	none	none	none	none	none	do not care	saturday	7	3	none	none	none	moderate	4	guest house	none	saturday	7	16:15	none	saigon city	none	16:15	acorn guest house	saigon city	none	none	none	none	none	none	none
MUL1227.json	9	That's everything I needed. Thank you.	I booked a black volvo, Contact number : 07551977875. Is there anything else I can help you with? 	none	none	none	none	none	none	none	none	do not care	saturday	7	3	none	none	none	moderate	4	guest house	none	saturday	7	16:15	none	saigon city	none	16:15	acorn guest house	saigon city	none	none	none	none	none	none	none
MUL0178.json	7	Yes. I'd like to book a taxi between both places. I want to leave the hotel by 20:00. Please provide me with a contact number and car type.	Great! You're all set. Your reference number is G7YT1WEQ. How else may I assist you?	none	none	none	none	none	none	none	none	centre	sunday	3	3	yes	none	none	moderate	none	none	centre	none	none	none	chinese	jinling noodle bar	moderate	none	cityroomz	jinling noodle bar	20:00	none	none	none	none	none	none
MUL0178.json	8	Thank you so much, that's all I need	Great, you have a black Toyota booked from Cityroomz to Jinling Noodle Bar, the contact number is 07486349106 	none	none	none	none	none	none	none	none	centre	sunday	3	3	yes	none	none	moderate	none	none	centre	none	none	none	chinese	jinling noodle bar	moderate	none	cityroomz	jinling noodle bar	20:00	none	none	none	none	none	none
SNG02214.json	0	I want to visit the museum of archaelogy and anthropology and need a taxi to take me		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	museum of archaelogy and anthropology	none	none	none	none	none	none	none
SNG02214.json	1	I need to arrive by 04:45.	Sure! when would you like to arrive?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	04:45	none	museum of archaelogy and anthropology	none	none	none	none	none	none	none
SNG02214.json	2	I am departing from The Missing Sock.	Okay. Where are you departing from, please?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	04:45	the missing sock	museum of archaelogy and anthropology	none	none	none	none	none	none	none
SNG02214.json	3	No, that's everything. Thanks for your help.	You are booked for a yellow Honda with the contact number 07575380490. Is there anything else?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	04:45	the missing sock	museum of archaelogy and anthropology	none	none	none	none	none	none	none
PMUL0187.json	8	It's just for me and I want the taxi to leave the hotel by 08:00. 	For how many people & what time do you want to leave & arrive?	none	none	none	none	none	none	none	none	centre	none	none	none	yes	none	none	none	4	guest house	centre	none	none	none	british	cotto	none	none	alexander bed and breakfast	cotto	08:00	none	none	none	none	none	none
PMUL0187.json	9	That's it. Thank you so much for your help.	Please look for a black Volvo. The contact number is: 07902240237. What else can I assist you with today?	none	none	none	none	none	none	none	none	centre	none	none	none	yes	none	none	none	4	guest house	centre	none	none	none	british	cotto	none	none	alexander bed and breakfast	cotto	08:00	none	none	none	none	none	none
PMUL0187.json	10	No, thank you. I have everything I need for now.	I reserved a yellow volvo for you. The driver can be reached at 07325574995. Is there anything else I can help you with?	none	none	none	none	none	none	none	none	centre	none	none	none	yes	none	none	none	4	guest house	centre	none	none	none	british	cotto	none	none	alexander bed and breakfast	cotto	08:00	none	none	none	none	none	none
SNG02260.json	0	I need to book a taxi to come to Express by Holiday Inn Cambridge to take me to The Oak Bistro.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	express by holiday inn cambridge	the oak bistro	none	none	none	none	none	none	none
SNG02260.json	1	I want to leave by 07:30.	Okay, what time do you want to leave by?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	express by holiday inn cambridge	the oak bistro	07:30	none	none	none	none	none	none
PMUL2747.json	9	Anytime as long as it gets me there by 9:30. Thanks!	I need to know what time you need to leave also.	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	09:30	gonville hotel	castle galleries	none	none	none	none	none	none	none
PMUL2747.json	10	I think that is all I need. Thank you and good bye. 	A blue honda will be picking you up and the contact number is 07522587942, anything else?	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	09:30	gonville hotel	castle galleries	none	none	none	none	none	none	none
PMUL2986.json	6	Yes, please book a taxi for me. I want to leave at 19:30 from my hotel and go to Cambridge artworks. Please give me the car type and contact info	Yes, the phone number is 01223902168. Their address is 5 Greens road and the type is a museum. Can I help you find anything else? 	east	cambridge artworks	none	none	none	none	none	none	none	none	none	none	yes	none	yes	none	none	guest house	none	none	none	none	none	none	none	none	acorn guest house	cambridge artworks	19:30	none	none	none	none	none	none
PMUL2986.json	7	No, that was all I needed. Thanks for your help.	Alright, a grey bmw is booked for you. The contact number is 07975649403. Can I assist you further?	east	cambridge artworks	none	none	none	none	none	none	none	none	none	none	yes	none	yes	none	none	guest house	none	none	none	none	none	none	none	none	acorn guest house	cambridge artworks	19:30	none	none	none	none	none	none
SNG0018.json	0	I would like to book a taxi to leave from cow pizza kitchen and bar after 17:15.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cow pizza kitchen and bar	none	07:30	none	none	none	none	none	none
SNG0018.json	1	I would like to go to Bishops Stortford Train Station. Could you send me the contact number and car type, as well?	Where are you wanting the taxi to take you?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cow pizza kitchen and bar	bishops stortford train station	17:15	none	none	none	none	none	none
SNG0018.json	2	Can you please confirm that my booking is set? Thank you.	It's a black Volvo, the contact number is 0 7 4 6 2 8 4 7 7 3 5. That's 0 7 4 6 2 8 1 4 4 3 5.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cow pizza kitchen and bar	bishops stortford train station	17:15	none	none	none	none	none	none
SNG0018.json	3	What time will it arrive?	Yes, that booking has been completed. Is there anything else I can help with?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cow pizza kitchen and bar	bishops stortford train station	17:15	none	none	none	none	none	none
SNG0018.json	4	No that's all. Thank you. 	Well, that depends on traffic, of course, but you'll definitely be picked up by 17:15. Can I help with anything else today?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	the cow pizza kitchen and bar	bishops stortford train station	17:15	none	none	none	none	none	none
PMUL0716.json	0	I need a taxi to pick us up in centre at 11:45		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	none	none	none	none	none	none
PMUL0716.json	1	Im sorry, my wife was confused on what we were doing, disregard that last request.  I really need a train from cambridge to leicester	Sure, I can help you find a taxi. First I need a specific location the taxi will pick you up at. 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	none	none	none	cambridge	leicester	none
PMUL0716.json	2	I would like to leave on Wednesday. I am open on what time to leave, however, I need to be there by 21:00.	What day will you be travelling and is there a certain time you would like to leave?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	none	none	none	cambridge	leicester	none
PMUL0716.json	3	That is a good train. Could you give me the train id? How long is that train ride as well?	The first train leaves at 5:21.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	4	That sounds good. How long is the train ride?	i have another train that arrives there at 20:06	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	5	Yes, and I will need the train ID as well, please.	The travel time is 105 minutes. Would you like to book this train?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	6	Can you book it for me?	The train ID is TR0677.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	7	I actually don't need any tickets. I just need the departure time.	Yes, how many tickets will you need?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	8	Yes, please give me the name of a place to dine in the centre. I would like it to be moderately priced.	The departure time of TR0677 is 05:21 arriving in leicester by 07:06. Do you need any further assistance today?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	none	none	moderate	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	9	I'd like to try some British food, I think.	I have many options. What type of food interests you?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	moderate	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	10	Cotto is fine. Please get me their address and postcode	Would you like to try cotto?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	moderate	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	11	Thank you for your help. 	cotto address is 183 East Road City Centre, postcode cb11bg.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	moderate	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL0716.json	12	Nope, that's it.	Is there anything else I can help you with today?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	british	none	moderate	none	none	none	11:45	21:00	none	wednesday	cambridge	leicester	none
PMUL4707.json	7	I'd like a taxi from the hotel at 16:30 to take me to Christ's college. Please provide me with car type and contact number	Christ's college is free to enter! Anything else for you today?	centre	none	college	none	none	none	none	none	centre	tuesday	4	5	none	none	none	none	0	hotel	none	none	none	none	none	none	none	none	cityroomz	christ's college	16:30	none	none	none	none	none	none
PMUL4707.json	8	Great that was all I needed today. Thank you!	Absolutely. It will be a black Lexus, and the contact number is 07146331641. Is there anything else I can assist you with?	centre	none	college	none	none	none	none	none	centre	tuesday	4	5	none	none	none	none	0	hotel	none	none	none	none	none	none	none	none	cityroomz	christ's college	16:30	none	none	none	none	none	none
MUL2319.json	6	I apologize. I need to go from the Cherry Hinton Water Play to Backstreet Bistro by 15:15 please. 	I need to tell it where you're going from and to, and what time, before it can assign a specific car for you. Could you help me with that info?	east	none	park	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	5	15:15	none	backstreet bistro	none	15:15	cherry hinton water play	backstreet bistro	none	none	none	none	none	none	none
MUL2319.json	7	Fantastic, thank you very much.	Booked car type is white volkswagen and the contact number 07087762820.	east	none	park	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	monday	5	15:15	none	backstreet bistro	none	15:15	cherry hinton water play	backstreet bistro	none	none	none	none	none	none	none
MUL1297.json	7	Yes, can you book me a taxi from the Hamilton Lodge to the Golden Wok? I want to leave the lodge at 08:00. 	Sure. Their postcode is cb43hl. Is there anything else I can help you with? 	none	none	none	none	none	none	none	none	none	thursday	8	2	none	none	yes	moderate	3	none	north	none	none	none	none	golden wok	moderate	none	hamilton lodge	golden wok	08:00	none	none	none	none	none	none
MUL1297.json	8	Thank you, that should be fine.	Booking successful. Your taxi will be a yellow Ford. Contact number 07565903051. Is there anything else I can help you with today?	none	none	none	none	none	none	none	none	none	thursday	8	2	none	none	yes	moderate	3	none	north	none	none	none	none	golden wok	moderate	none	hamilton lodge	golden wok	08:00	none	none	none	none	none	none
MUL1044.json	4	Yes. I also need a taxi to pick me up at the club by 23:45. I need a number and car type, please. 	The Huntingdon Marriott Hotel is a 4 star hotel and does offer free parking. Can I reserve it for you?	south	none	nightclub	none	none	none	none	none	none	none	none	none	none	huntingdon marriott hotel	none	none	none	none	none	none	none	none	none	none	none	none	the place	none	23:45	none	none	none	none	none	none
MUL1044.json	5	The Huntingdon Marriott Hotel please.	Where would you like the taxi to take you?	south	none	nightclub	none	none	none	none	none	none	none	none	none	none	huntingdon marriott hotel	none	none	none	none	none	none	none	none	none	none	none	none	the place	huntingdon marriott hotel	23:45	none	none	none	none	none	none
MUL1044.json	6	Thank you very much!	I have scheduled a yellow Toyota taxi to pick you up at 23:45. Their contact for any questions is 07081942286.	south	none	nightclub	none	none	none	none	none	none	none	none	none	none	huntingdon marriott hotel	none	none	none	none	none	none	none	none	none	none	none	none	the place	huntingdon marriott hotel	23:45	none	none	none	none	none	none
MUL1044.json	7	No, that was everything I needed. Thank You!	Is there anything else I can help you with?	south	none	nightclub	none	none	none	none	none	none	none	none	none	none	huntingdon marriott hotel	none	none	none	none	none	none	none	none	none	none	none	none	the place	huntingdon marriott hotel	23:45	none	none	none	none	none	none
PMUL3233.json	7	Can you book the taxi for me at 24:30 leaving from the museum please. I will need the contact number and the car type.	The entrance fee is 5 pounds.	none	cambridge museum of technology	none	none	none	none	none	none	west	monday	2	2	none	finches bed and breakfast	yes	none	4	guest house	none	none	none	none	none	none	none	none	cambridge museum of technology	none	24:30	none	none	none	none	none	none
PMUL3233.json	8	I will leave the Cambridge Museum at 24:30, going to the the Finches Bed and Breakfast. 	and what is your destination ?	none	cambridge museum of technology	none	none	none	none	none	none	west	monday	2	2	none	finches bed and breakfast	yes	none	4	guest house	none	none	none	none	none	none	none	none	cambridge museum of technology	finches bed and breakfast	24:30	none	none	none	none	none	none
PMUL3233.json	9	Thanks so much. That is all I need for today. Bye.	Your taxi has been booked. It will be a grey volvo and the contact number is 07239297218.	none	cambridge museum of technology	none	none	none	none	none	none	west	monday	2	2	none	finches bed and breakfast	yes	none	4	guest house	none	none	none	none	none	none	none	none	cambridge museum of technology	finches bed and breakfast	24:30	none	none	none	none	none	none
MUL0971.json	4	Would you be able to arrange taxi service from Cambridge Artworks to Royal Standard leaving by 13:30?	The postcode is cb13nl. Is there anything else I can help you with? 	east	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	gastropub	none	none	none	cambridge artworks	royal standard	13:30	none	none	none	none	none	none
MUL0971.json	5	That sounds perfect, thank you. That is all I need for now. Good bye.	Alright, you're all booked. The car is a red Tesla and their contact number is 07885428664.	east	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	east	none	none	none	gastropub	none	none	none	cambridge artworks	royal standard	13:30	none	none	none	none	none	none
SNG01586.json	0	I need to book a taxi departing from royal standard.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	royal standard	none	none	none	none	none	none	none	none
SNG01586.json	1	I'm heading to the university arms hotel.	I can help with that, what is your destination?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	royal standard	university arms hotel	none	none	none	none	none	none	none
SNG01586.json	2	Yes. I must arrive there by 15:45	Got it. And can I have a time please?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	15:45	royal standard	university arms hotel	none	none	none	none	none	none	none
SNG01586.json	3	Sounds good, thanks for the help!	Have you in a gray Skoda, 07138317821 is the contact info. 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	15:45	royal standard	university arms hotel	none	none	none	none	none	none	none
SNG01586.json	4	That was everything, thanks!	Is there anything else I can help you with?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	15:45	royal standard	university arms hotel	none	none	none	none	none	none	none
MUL2330.json	7	Yes, please. I need a taxi from the restaurant to the gallery, please. I'd like to leave the restaurant by 07:00. I guess I'm staying there all night or something!	The gallery is located at 98 king street with a postcode of cb11ln. Can I help you with anything else?	none	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	wednesday	none	12:00	turkish	meze bar restaurant	none	none	meze bar restaurant	broughton house gallery	07:00	none	none	none	none	none	none
MUL2330.json	8	No, thank you. That's all I need. Have a great day!	Your taxi is booked and will pick you up at the restaurant at 0700. It is a grey skoda, contact number 07802610885. Anything I can help you with today?	none	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	wednesday	none	12:00	turkish	meze bar restaurant	none	none	meze bar restaurant	broughton house gallery	07:00	none	none	none	none	none	none
SNG01903.json	0	I am wanting to book a taxi. I am going to Sitar Tandoori and want to leave after 19:30.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sitar tandoori	none	19:30	none	none	none	none	none	none
SNG01903.json	1	i'm going to sitar tandoori.	Ok, what is your destination?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sitar tandoori	19:30	none	none	none	none	none	none
SNG01903.json	2	I am departing from la tasca.	I'm sorry. I meant to ask where are you departing from?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	la tasca	sitar tandoori	19:30	none	none	none	none	none	none
SNG01903.json	3	Thanks so much for your help	I've booked a grey BMW, the contact number is 07618837066.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	la tasca	sitar tandoori	19:30	none	none	none	none	none	none
MUL0915.json	4	Thank you. I'll need a cab from the church to the restaurant that arrives by my booking time.	The phone number is 01223452587.	none	none	architecture	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	sunday	6	15:15	none	none	expensive	15:15	all saints church	bedouin	none	none	none	none	none	none	none
MUL0915.json	5	Great thank you that's all I needed today.	I have you booked for a black toyota with the contact number 07701269558. Is there anything else I can assist you with?	none	none	architecture	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	sunday	6	15:15	none	none	expensive	15:15	all saints church	bedouin	none	none	none	none	none	none	none
PMUL3645.json	7	I want to leave the hotel by 3:30 to go to the pool.	Okay, where is the departure and destination please?	north	none	none	none	none	none	none	none	north	friday	3	4	yes	none	yes	none	none	none	none	none	none	none	none	none	none	none	acorn guest house	jesus green outdoor pool	15:30	none	none	none	none	none	none
PMUL3645.json	8	That will be all, thank you.	A red Ford will pick you up at the Acorn at 15:30 and take you to the pool. Contact number is 07688317970. Can I help with anything else?	north	none	none	none	none	none	none	none	north	friday	3	4	yes	none	yes	none	none	none	none	none	none	none	none	none	none	none	acorn guest house	jesus green outdoor pool	15:30	none	none	none	none	none	none
PMUL3645.json	9	have a great day too	You're welcome. Have a great day.	north	none	none	none	none	none	none	none	north	friday	3	4	yes	none	yes	none	none	none	none	none	none	none	none	none	none	none	acorn guest house	jesus green outdoor pool	15:30	none	none	none	none	none	none
SNG0060.json	0	I am needing a taxi at the saffron brasserie after 14:45. Can you help me with that?		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saffron brasserie	none	14:45	none	none	none	none	none	none
SNG0060.json	1	The Good Luck Chinese Food Takeaway please. 	I can help you with that. First I just need your destination. 	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saffron brasserie	the good luck chinese food takeaway	14:45	none	none	none	none	none	none
SNG0060.json	2	Great. Thank you very much for your help today. 	sure! its a white ford and the contact number is 07449185919	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saffron brasserie	the good luck chinese food takeaway	14:45	none	none	none	none	none	none
SNG0060.json	3	I hope your day goes well too!	No, thank you and I hope the rest of your day goes great.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	saffron brasserie	the good luck chinese food takeaway	14:45	none	none	none	none	none	none
SNG01227.json	0	I need a taxi leaving after 10:30.		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	10:30	none	none	none	none	none	none
SNG01227.json	1	I need to be picked up from Sitar Tandoori and I am going to Clare Hall. And I need the car type and contact number.	I'd be happy to assist you today, but first I'll need to know your departure and destination locations?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sitar tandoori	clare college	10:30	none	none	none	none	none	none
SNG01227.json	2	I Don't have a specific time just need to leave after 10:30	When do you need to arrive?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sitar tandoori	clare college	10:30	none	none	none	none	none	none
SNG01227.json	3	That's great. Thank you.	Okay your booking is complete. You have a red bmw coming to get you and a contact number of 07717590121.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	sitar tandoori	clare college	10:30	none	none	none	none	none	none
SNG0058.json	0	Hello, I'd like to book a taxi from Restaurant Two Two to the Museum of Classical Archaeology. 		none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	restaurant two two	museum of archaelogy and anthropology	none	none	none	none	none	none	none
SNG0058.json	1	I need to be picked up by 11:00. 	Sure, I can help with that. When would you like to leave or arrive?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	restaurant two two	museum of archaelogy and anthropology	11:00	none	none	none	none	none	none
SNG0058.json	2	Thank you, that's all.	Alright. Your taxi will pick you up at the restaurant at 11:00. It will be a yellow skoda. The contact number is 07543428756.	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	restaurant two two	museum of archaelogy and anthropology	11:00	none	none	none	none	none	none
SNG0058.json	3	Yes. Thank you.	Thank you for using our service. Have all of your needs been met?	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	restaurant two two	museum of archaelogy and anthropology	11:00	none	none	none	none	none	none
