# Dialogue ID	Turn Index	User Utterance	System Response	attraction-area	attraction-name	attraction-type	bus-day	bus-departure	bus-destination	bus-leaveAt	hospital-department	hotel-area	hotel-book day	hotel-book people	hotel-book stay	hotel-internet	hotel-name	hotel-parking	hotel-price range	hotel-stars	hotel-type	restaurant-area	restaurant-book day	restaurant-book people	restaurant-book time	restaurant-food	restaurant-name	restaurant-price range	taxi-arrive by	taxi-departure	taxi-destination	taxi-leave at	train-arrive by	train-book people	train-day	train-departure	train-destination	train-leave at	
MUL2690.json	3	Thanks so much. Can you also help me find a guesthouse that is moderately priced to stay at?	I would recommend the Cambridge Punter. Unfortunately, I don't have the entrance fee information. Their address is 251a Chesterton Road. I can provide you the phone number if you like.	centre	none	boat	none	none	none	none	none	none	none	none	none	none	none	none	moderate	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL2690.json	4	That sounds just fine, so long as it is rated 3 stars.	A and b guest house is available would you like to try that?	centre	none	boat	none	none	none	none	none	none	none	none	none	none	a and b guest house	none	moderate	none	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL2690.json	5	Are there any 3 stars available?	It is rated 4 stars, is that okay? 	centre	none	boat	none	none	none	none	none	none	none	none	none	none	none	none	moderate	3	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL2690.json	6	i also want to book a taxi to leave the attraction by 08:00. get contact number and car type	There are four of such. Do you have an area preference?	centre	none	boat	none	none	none	none	none	none	none	none	none	none	none	none	moderate	3	guest house	none	none	none	none	none	none	none	none	the cambridge punter	none	08:00	none	none	none	none	none	none
MUL2690.json	7	Yes. Surprise me with the hotel! As long as it's a 3 star guesthouse in the moderate price range. Book for 2 people and 2 nights starting from Saturday.	Where will the taxi be taking you? And do you still need a hotel?	centre	none	boat	none	none	none	none	none	none	saturday	2	2	none	none	none	moderate	3	guest house	none	none	none	none	none	none	none	none	the cambridge punter	none	08:00	none	none	none	none	none	none
MUL2690.json	8	Alright book a taxi for me as well. I'll need to get to the two places and I'm not familiar with the town. Thanks.	I have booked you a room at the Bridge Guest House, located at 151 hills road. Your reference number number is ZKR6W58Z.	centre	none	boat	none	none	none	none	none	none	saturday	2	2	none	none	none	moderate	3	guest house	none	none	none	none	none	none	none	none	the cambridge punter	bridge guest house	08:00	none	none	none	none	none	none
MUL2690.json	9	Nah, that sounds good.	Sure thing. Your taxi is booked for a grey lexus. The contact number is 07466656386. Is there anything else I can help with?	centre	none	boat	none	none	none	none	none	none	saturday	2	2	none	none	none	moderate	3	guest house	none	none	none	none	none	none	none	none	the cambridge punter	bridge guest house	08:00	none	none	none	none	none	none
MUL2690.json	10	You too. Thanks again.	Well glad I could be of assistance. Have a nice day. 	centre	none	boat	none	none	none	none	none	none	saturday	2	2	none	none	none	moderate	3	guest house	none	none	none	none	none	none	none	none	the cambridge punter	bridge guest house	08:00	none	none	none	none	none	none
PMUL4053.json	2	No thank you, but I am looking for a college to visit.	My favorite is zizzi cambridge, located at 47-53 Regent Street, cb21ab. Their phone number is 01223365599. Would you like to reserve a table?	none	none	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	italian	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4053.json	3	No, it doesn't matter.	Any particular area?	none	none	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	italian	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4053.json	4	That sounds great! Could you give me the entrance fee, postcode, and address?	what about clare college? it's in the west.	none	clare college	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	italian	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4053.json	5	Thank you for your help. Have a great day.	Clare college is located at trinity lane. Their post code is cb21tl. The entrance fee is 2.50 pounds.	none	clare college	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	none	none	none	italian	none	none	none	none	none	none	none	none	none	none	none	none
MUL0476.json	4	Alright I also heard about this place called abbey pool and astroturf pitch. What is their number and address?	Booking was successful, the total fee is 450.6 GBP payable at the station. Reference number is : 9YW0JV6V.	none	abbey pool and astroturf pitch	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6	thursday	cambridge	birmingham new street	10:00
MUL0476.json	5	No. Thank you very much for your help. 	Their number is 01223902088 and their address is pool way, whitehill road, off newmarket road. Need anything else?	none	abbey pool and astroturf pitch	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6	thursday	cambridge	birmingham new street	10:00
MUL1125.json	5	Yes, can you give me some information on the Wandlebury Country Park please? 	I was able to successfully book you for your stay. Your reference number is JWM813SD. Is there anything else I can help you with? 	none	wandlebury country park	none	none	none	none	none	none	none	friday	2	5	yes	wandlebury coutn	none	none	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1125.json	6	Yes I need the phone number as well. 	Yes! Wandlebury country park is located in south and the entrance fee is free. Is there anything else you want to know?	none	wandlebury country park	none	none	none	none	none	none	none	friday	2	5	yes	wandlebury coutn	none	none	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1125.json	7	Thank you for your help. That's all I needed. Good bye.	Certainly. The phone number is 01223243830. 	none	wandlebury country park	none	none	none	none	none	none	none	friday	2	5	yes	wandlebury coutn	none	none	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1160.json	0	I am interested in seeing the whipple museum of the history of science in Cambridge. Where is it located?		none	whipple museum of the history of science	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1160.json	1	Could you also tell me what type of attraction that is and I will also need to know what area of town that is in.	It is located at free school lane cb23rh and their phone number is 01223330906	none	whipple museum of the history of science	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1160.json	2	Thank you and I am also looking for the alexander bed and breakfast.	It is a museum that is located in the centre of town.	none	whipple museum of the history of science	none	none	none	none	none	none	none	none	none	none	none	alexander bed and breakfast	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1160.json	3	Yes, I'd like to book for 4 people for 2 nights, starting Friday.	I can give you information on that. Alexander B&B is a guesthouse in the centre of town. It is relatively cheap, has a 4-star rating. Would you like to book here?	none	whipple museum of the history of science	none	none	none	none	none	none	none	friday	4	2	none	alexander bed and breakfast	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL1160.json	4	Can you also book me a taxi to take me between the two places? I want to leave the attraction by 04:15.	Booking was successful and your reference number is LCF5IPER.	none	whipple museum of the history of science	none	none	none	none	none	none	none	friday	4	2	none	alexander bed and breakfast	none	none	none	none	none	none	none	none	none	none	none	none	whipple museum of the history of science	alexander bed and breakfast	04:15	none	none	none	none	none	none
MUL1160.json	5	No, that is all that I needed. Thank you for your help!	Ok. A red audi will pick you up at the museum at 04:15. The contact number is 07264778844. Do you need anything else?	none	whipple museum of the history of science	none	none	none	none	none	none	none	friday	4	2	none	alexander bed and breakfast	none	none	none	none	none	none	none	none	none	none	none	none	whipple museum of the history of science	alexander bed and breakfast	04:15	none	none	none	none	none	none
MUL2418.json	2	I'm also looking for an attraction called Riverboat Georgina. 	Cotto is located on 183 East Road City Centre and has the postcode cb11bg. Is there anything else I could help you with today? 	none	riverboat georgina	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cotto	none	none	none	none	none	none	none	none	none	none	none
MUL2418.json	3	Yes, what is the attraction type?	Riverboat Georgina is located at cambridge passenger cruisers, jubilee house, phone number 01223902091. Can I help you with anything else?	none	riverboat georgina	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cotto	none	none	none	none	none	none	none	none	none	none	none
MUL2418.json	4	I don't see it. Is there any other attraction types it's listed under? 	"The attraction type for the Riverboat Georgina is ""boat."" Can I be of any further assistance today? "	none	riverboat georgina	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cotto	none	none	none	none	none	none	none	none	none	none	none
MUL2418.json	5	Okay, I think that will do, thank you so much. 	No, that is the attraction type listed in our database. It is listed as a boat attraction.	none	riverboat georgina	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cotto	none	none	none	none	none	none	none	none	none	none	none
MUL2418.json	6	No. That is all. Thank you! 	Your welcome! Is there anything else I can help you with today?	none	riverboat georgina	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	cotto	none	none	none	none	none	none	none	none	none	none	none
PMUL4711.json	0	I'm hoping you can give me some recommendations for attractions to visit in the centre		centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4711.json	1	Something fun. It needs to be an attraction. Can you make a suggestion?	There are 44 places to choose from do you want the experience to be educational or strictly fun?	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4711.json	2	Could you tell me the attraction type and entrance fee?	Broughton house gallery is a nice museum	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL4711.json	3	I also need to get to the airport by 18:15 on Tuesday. Are there any trains heading that way?	The Broughton House Gallery is a museum and the entrance fee is free. Is there anything else I may assist you with?	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	none	tuesday	none	stansted airport	none
PMUL4711.json	4	What time does TR7743 leave and what is the price?	Yes. The TR7743 gets to Stansted Airport at 18:08, and there are other choices if you'd prefer to travel earlier. Would you like to book some tickets?	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	none	tuesday	none	stansted airport	none
PMUL4711.json	5	Thank you for the departure time and price, Yes I would like to book a ticket.	That train leaves at 17:40 and costs 10.10 pounds. Would you like me to book it for you?	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	1	tuesday	none	stansted airport	none
PMUL4711.json	6	Thank you. that will be all.	Okay, the booking was successful, the total fee is 10.1 GBP payable at the station. Your reference number is 11EVSU3I.	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	1	tuesday	none	stansted airport	none
PMUL4711.json	7	Yeah anytime thanks again. 	you are welcome and thank you for inquiring with us	centre	broughton house gallery	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	18:15	1	tuesday	none	stansted airport	none
PMUL3554.json	0	What kind of attractions are there in Cambridge? I would like to visit a college. Can you suggest a college?		none	none	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	1	What's the phone number and entrance fee for your favorite college?	There are many colleges. Is there an area of town you are interested in? We also have museums, churches, and others!	none	none	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	2	Thank you much. I also need to find a place to stay.	christ's college is in the centre and is free. Their phone number is 01223334900.	none	none	college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	3	It doesn't matter but I do prefer a 4 star with free parking.	Would you like your hotel to also be in the centre of town?	none	none	college	none	none	none	none	none	none	none	none	none	none	none	yes	none	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	4	That sounds great. Thank you.	The Cambridge Belfry is a nice 4 star hotel with parking, located in Cambourne.	none	none	college	none	none	none	none	none	none	none	none	none	none	none	yes	none	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	5	What's the wifi situation like at this Belfry place?	Would you like me to book a reservation for you? 	none	none	college	none	none	none	none	none	do not care	none	none	none	none	the cambridge belfry	yes	none	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	6	Yes make reservations for 6 people for 5 nights 	The Cambridge Belfry also includes free wifi. I'd be more than happy to make your reservations, would you like to do so?	none	none	college	none	none	none	none	none	do not care	none	6	5	none	the cambridge belfry	yes	none	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	7	Arriving on Tuesday	What day will you begin your stay?	none	none	college	none	none	none	none	none	do not care	tuesday	6	5	none	the cambridge belfry	yes	none	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3554.json	8	No that is all. Thank you	Booking was successful. Reference number is : 6ELA20CJ. Is it anything I can help you with ?	none	none	college	none	none	none	none	none	do not care	tuesday	6	5	none	the cambridge belfry	yes	none	4	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL1159.json	3	No but I need an attraction in the center part of town. 	The train ID is TR3387 and the price is 75.10 pounds per ticket. Would you like me to book you a ticket?	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	none	monday	birmingham new street	cambridge	none
PMUL1159.json	4	I wouldn't mind checking out some churches. Which one in particular do you recommend?	great, there are several churches if that interests you.	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	none	monday	birmingham new street	cambridge	none
PMUL1159.json	5	yes phone and adress please 	i recommend old schools. it is located in trinity lane, cb21tt. can i give you their phone numbers?	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	none	monday	birmingham new street	cambridge	none
PMUL1159.json	6	where is that located again, in the centre right?	01223332320. It is on Trinity Lane. 	centre	old schools	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	none	monday	birmingham new street	cambridge	none
PMUL1159.json	7	Ok, that's all the information I need. Thank you for your help.	Yes, it is located in the centre. 	centre	old schools	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	16:45	none	monday	birmingham new street	cambridge	none
PMUL2389.json	3	I am also looking for information on Clare College.	I recommend the Rice House. Their phone number is 01223367755.	none	clare college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	chinese	none	cheap	none	none	none	none	none	none	none	none	none	none
PMUL2389.json	4	Could you tell me the address of Clare college?	The phone number is 01223333200. It is located on trinity land and the post code is cb21tl. The entrance fee is 2.50	none	clare college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	chinese	none	cheap	none	none	none	none	none	none	none	none	none	none
PMUL2389.json	5	You've been a great help. Have a great day. Goodbye 	There is no specific number but their address in our system is listed as Trinity Lane. 	none	clare college	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	chinese	none	cheap	none	none	none	none	none	none	none	none	none	none
SNG1069.json	0	Are there museums in the town centre?		centre	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1069.json	1	Can you recommend one and give me their address and postcode? 	Yes, there are 11 museums in the centre of town. What other information would you like?	centre	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1069.json	2	Thanks so much, that sounds perfect.	I definitely recommend the Williams Art and Antiques. It's free to get in. They are located on Gwydir Street, No. 5 Dale's Brewery. The postcode is cb12lj. 	centre	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
SNG1069.json	3	No, I think that covers everything. Thanks so much for your help.	Is there anything else I can help you with today?	centre	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
MUL2344.json	3	I am also looking for places to go. I need a attraction in the same area as the restaurant. 	OK, the table will be reserved for 15 minutes. Your reference number is: JAZSISF7. Anything else I can do for you today?	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	sunday	8	12:30	italian	none	expensive	none	none	none	none	none	none	none	none	none	none
MUL2344.json	4	Anything in the centre area what do you recommend?	Sure, there's a tonne of attractions in the city centre, any specific type you're looking to visit?	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	sunday	8	12:30	italian	none	expensive	none	none	none	none	none	none	none	none	none	none
MUL2344.json	5	That sounds good, thank you for your help!	I recommend The Cambridge Punter. It's a nice boating attraction in the center, located at 251a chesterton road. 	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	sunday	8	12:30	italian	none	expensive	none	none	none	none	none	none	none	none	none	none
MUL2344.json	6	No that is all. Goodbye	Is there anything else I can be of help with today? 	centre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	centre	sunday	8	12:30	italian	none	expensive	none	none	none	none	none	none	none	none	none	none
PMUL2748.json	4	Yes please! can i also get admission fees for nearby museums?	Carolina Bed and Breakfast is in the moderate price range and has free parking. Would you like me to book that for your now?	east	none	museum	none	none	none	none	none	east	none	none	none	none	none	yes	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2748.json	5	Nevermind, Can you help me find some museums in town and how much is the entrance fees?	What day do you want to book it, how many days and how many people? 3 museums are free admission and one museum is pounds.	east	none	museum	none	none	none	none	none	east	none	none	none	none	none	yes	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2748.json	6	The location and cost of the museum doesn't matter to me. What museum do you recommend?	Are you looking in the East? Most museums are free, but the Cambridge Museum of Technology does charge 5 pounds.	do not care	none	museum	none	none	none	none	none	east	none	none	none	none	none	yes	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2748.json	7	actually that sounds good. you gave me the info i need. thanks. bye. 	If area doesn't matter, then there are 23 museums available. The Cambridge Artworks is in the east and is free. Would you like additional information?	do not care	none	museum	none	none	none	none	none	east	none	none	none	none	none	yes	moderate	4	guest house	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL1274.json	4	I am looking for ballare. I need the area, attraction type and entrance fee	Booking was successful! Your reference number is 12JCWP2T. Do you need anything else?	none	ballare	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	08:00	4	saturday	cambridge	peterborough	none
PMUL1274.json	5	Thank you. 	Ballare is a nightclub in the center of town. There is a 5 pound entrance fee.	none	ballare	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	08:00	4	saturday	cambridge	peterborough	none
PMUL2747.json	1	I would like to find a museum in the centre of town.	Yes, I can. There are a lot of places to go here, are you looking for something in particular? Or maybe a part of town you'll be exploring?	centre	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	2	I don't care about price. Which museums would you recommend? 	I have quite a few museums in the centre of town. Do you have a price range?	centre	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	3	Can I get the post code for that one?	I would suggest castle galleries.	centre	castle galleries	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	4	Yes, also looking for a hotel to stay in. I would like it to be in the expensive range and it must have free wifi. What do you recommend? 	Sure. The postcode is cb23bj. Is there anything else I can help you with?	centre	castle galleries	museum	none	none	none	none	none	none	none	none	none	yes	none	none	expensive	none	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	5	Is it 2 stars? I want it to be 2 stars.	I would recommend the Gonville Hotel. Would you like me to book it for you?	centre	castle galleries	museum	none	none	none	none	none	none	none	none	none	yes	none	none	expensive	none	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	6	Okay I want to book the 2 star hotel for 4 people for 4 nights from wednesday	The Gonville has 3 stars. There is another - the Express by Holiday Inn Cambridge - that has 2 stars. It is in the east and has free Wifi. 	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	7	I am also looking to get a taxi to get between the two places.	The booking was successful the reference number is ESF85X2R. Is there anything else I can assist with today?	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	8	attraction to the hotel, by 9:30	Would you be going to the restaurant from the hotel?	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL2747.json	9	Anytime as long as it gets me there by 9:30. Thanks!	I need to know what time you need to leave also.	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	09:30	gonville hotel	castle galleries	none	none	none	none	none	none	none
PMUL2747.json	10	I think that is all I need. Thank you and good bye. 	A blue honda will be picking you up and the contact number is 07522587942, anything else?	centre	castle galleries	museum	none	none	none	none	none	none	wednesday	4	4	yes	express by holiday inn cambridge	none	expensive	none	hotel	none	none	none	none	none	none	none	09:30	gonville hotel	castle galleries	none	none	none	none	none	none	none
PMUL3983.json	0	I really would love to get any information I can on museums in the West		west	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3983.json	1	Nothing specific. Can you make a recommendation and give me their address, postcode, and entrance fee?	We have a lot of those! Anything specific you need or just a recommendation?	west	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3983.json	2	I'm also looking about a train. I need it to be to Cambridge by 19:00. Can you help find one?	May I recommend Lynne Strover gallery located at 23 high street, fen ditton. The postcode is cb30aq and it's free to get it! 	west	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none
PMUL3983.json	3	I will be leaving London kings cross on Monday .	Sure. Where will you be leaving from?	west	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	19:00	none	monday	london kings cross	cambridge	none
PMUL3983.json	4	Yes please book. I need the travel time and the train ID please. 	TR7556 arrives at 18:08. can i book it for you?	west	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	19:00	none	monday	london kings cross	cambridge	none
PMUL3983.json	5	That's all the info I needed today, thanks.	TR7556 leaves London Kings Cross at 17:17 and arrives in Cambridge at 18:08. The trip should last about 51 minutes. How many tickets should I book for your trip?	west	none	museum	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	19:00	none	monday	london kings cross	cambridge	none
MUL1762.json	4	Great, thanks. Can you tell me some information on the Cambridge Arts Theatre please? 	The booking was successful the total price is 89.5 that you can pay at the station and your reference number is 4NA0WK3R.	none	cambridge arts theatre	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	5	monday	cambridge	broxbourne	none
